merchant_id,day,hour,type,stealth,kind
M06_grocery,22,19.75442211786555,card_testing,fast_loud,attack
M06_grocery,26,12.210511578420498,bot_checkout_burst,fast_loud,attack
M06_grocery,29,18.311038240310058,card_testing,slow_drip,attack
M06_grocery,33,10.873290424136997,card_testing,fast_loud,attack
M06_grocery,36,11.282145762533538,promo_abuse_burst,fast_loud,attack
M06_grocery,39,0.8243769414293443,promo_abuse_burst,slow_drip,attack
M06_grocery,42,8.301055444560056,card_testing,fast_loud,attack
M07_travel,5,18.516028293517113,card_testing,fast_loud,attack
M07_travel,8,23.244971887894845,promo_abuse_burst,fast_loud,attack
M07_travel,13,12.842740613599984,bot_checkout_burst,fast_loud,attack
M07_travel,16,23.377503709270645,bot_checkout_burst,fast_loud,attack
M07_travel,20,20.88623811614965,card_testing,fast_loud,attack
M07_travel,25,23.381773521223995,promo_abuse_burst,fast_loud,attack
M07_travel,29,1.8410860583126771,card_testing,fast_loud,attack
M07_travel,33,18.888896248530898,bot_checkout_burst,slow_drip,attack
M07_travel,36,22.77363882217732,bin_enumeration,slow_drip,attack
M07_travel,39,20.1988001642604,promo_abuse_burst,fast_loud,attack
M07_travel,42,3.012639699505981,promo_abuse_burst,slow_drip,attack
M08_education,4,5.114217218084684,bin_enumeration,fast_loud,attack
M08_education,7,7.487527973874042,card_testing,fast_loud,attack
M08_education,10,2.575836896111862,bot_checkout_burst,fast_loud,attack
M08_education,15,1.49372817776168,card_testing,fast_loud,attack
M08_education,20,1.981666610961323,bot_checkout_burst,fast_loud,attack
M08_education,25,10.8287951430214,bot_checkout_burst,fast_loud,attack
M08_education,28,21.267947030535517,bin_enumeration,slow_drip,attack
M08_education,32,21.955058935446857,card_testing,fast_loud,attack
M08_education,36,20.17637789417317,bot_checkout_burst,slow_drip,attack
M08_education,40,3.1603059753622667,bot_checkout_burst,slow_drip,attack
M08_education,44,23.24963198167312,bin_enumeration,slow_drip,attack
M09_gaming,40,1.629923304873123,card_testing,fast_loud,attack
M09_gaming,44,8.506007819978507,bin_enumeration,slow_drip,attack
M01_electronics,4,17.415074353707453,flash_sale,,legit
M01_electronics,11,14.917057142902838,flash_sale,,legit
M01_electronics,16,19.810505639618317,new_customer_push,,legit
M01_electronics,23,8.670659979945823,retry_storm,,legit
M01_electronics,28,16.587887973015825,bulk_b2b,,legit
M01_electronics,32,15.856680080669587,flash_sale,,legit
M01_electronics,39,13.116884682147585,new_customer_push,,legit
M02_food_delivery,6,19.736907762419573,bulk_b2b,,legit
M02_food_delivery,12,15.8873435893823,bulk_b2b,,legit
M02_food_delivery,16,8.457893978119365,new_customer_push,,legit
M02_food_delivery,20,12.484439302065825,retry_storm,,legit
M02_food_delivery,26,20.591125667025537,new_customer_push,,legit
M02_food_delivery,30,12.031245656830666,retry_storm,,legit
M02_food_delivery,34,17.81340956590109,flash_sale,,legit
M02_food_delivery,38,12.251407613503313,new_customer_push,,legit
M02_food_delivery,44,14.191325801504393,flash_sale,,legit
M03_subscription,6,21.260586532467137,new_customer_push,,legit
M03_subscription,10,21.56463228370906,flash_sale,,legit
M03_subscription,14,18.372155631056973,bulk_b2b,,legit
M03_subscription,18,16.75411753881786,new_customer_push,,legit
M03_subscription,25,8.27837645946903,flash_sale,,legit
M03_subscription,29,8.425656275687006,flash_sale,,legit
M03_subscription,36,8.542603398853066,retry_storm,,legit
M03_subscription,40,20.75114610626745,bulk_b2b,,legit
M04_ticketing,6,18.03149176852134,retry_storm,,legit
M04_ticketing,12,15.91398345133333,bulk_b2b,,legit
M04_ticketing,16,8.222964888551743,retry_storm,,legit
M04_ticketing,22,17.868867097845335,flash_sale,,legit
M04_ticketing,29,8.027602258416293,flash_sale,,legit
M04_ticketing,35,10.323188153878515,bulk_b2b,,legit
M04_ticketing,40,18.620705354746402,new_customer_push,,legit
M05_fashion,4,17.230252256975866,retry_storm,,legit
M05_fashion,11,8.568284881434042,bulk_b2b,,legit
M05_fashion,15,9.99264027666602,new_customer_push,,legit
M05_fashion,19,14.336343390110027,new_customer_push,,legit
M05_fashion,23,11.040068160304807,new_customer_push,,legit
M05_fashion,30,11.481594702414153,retry_storm,,legit
M05_fashion,37,19.029449102044946,new_customer_push,,legit
M05_fashion,42,19.23549580254936,retry_storm,,legit
M06_grocery,7,9.518752192104643,bulk_b2b,,legit
M06_grocery,12,15.550748834560723,retry_storm,,legit
M06_grocery,16,16.21169899726387,bulk_b2b,,legit
M06_grocery,21,21.895538312690007,new_customer_push,,legit
M06_grocery,28,20.58017612599111,bulk_b2b,,legit
M06_grocery,35,13.939109145526984,flash_sale,,legit
M06_grocery,40,13.44109329879548,bulk_b2b,,legit
M07_travel,7,15.209664387693671,new_customer_push,,legit
M07_travel,14,20.302712785350185,bulk_b2b,,legit
M07_travel,21,18.010757273732892,bulk_b2b,,legit
M07_travel,25,11.562115129859546,retry_storm,,legit
M07_travel,32,19.874298245231763,new_customer_push,,legit
M07_travel,39,20.070073678823313,bulk_b2b,,legit
M07_travel,43,21.92882208922144,new_customer_push,,legit
M08_education,6,21.713118913369904,flash_sale,,legit
M08_education,10,17.467948130698378,new_customer_push,,legit
M08_education,14,16.38508067307584,retry_storm,,legit
M08_education,21,18.032826051437603,retry_storm,,legit
M08_education,28,12.273224541260928,new_customer_push,,legit
M08_education,32,10.797960159558928,new_customer_push,,legit
M08_education,39,16.892579186524166,new_customer_push,,legit
M08_education,44,11.493762534793415,bulk_b2b,,legit
M09_gaming,42,9.809976659165784,retry_storm,,legit
M01_electronics,39,12.0,flash_sale_novel,,legit
